discriminator,generator
0.0,0.0
0.4232642650604248,5.772927761077881
0.4122343957424164,5.021853446960449
0.4031238257884979,4.975590229034424
0.41837918758392334,4.456298351287842
0.39915597438812256,4.4496917724609375
0.37618178129196167,4.770425796508789
0.4147639870643616,4.199123859405518
0.38376426696777344,4.571361541748047
0.3910655081272125,4.542316436767578
0.35004177689552307,4.073604583740234
0.4073374271392822,4.192864894866943
0.40400341153144836,4.086217880249023
0.3671625852584839,4.48845911026001
0.42842066287994385,3.594783306121826
0.40058931708335876,3.7627763748168945
0.39174023270606995,3.5704078674316406
0.43015503883361816,3.740156412124634
0.38071000576019287,4.196172714233398
0.34715816378593445,4.0021772384643555
0.36641114950180054,3.5523409843444824
